customer_id,age,gender,location,item_purchased,category,purchase_amount_usd,size,color,season,subscription_status,shipping_type,promo_code_used,discount_applied,payment_method,previous_purchases,review_rating,spend_tier,loyalty_score
CUST0072,21,Male,Virginia,Backpack,Accessories,31.98,XS,Brown,Fall,Yes,Express,No,Yes,Credit Card,42,3.1,Low,Platinum
CUST0073,19,Male,Illinois,Sneakers,Footwear,61.89,L,Brown,Winter,No,Standard,Yes,Yes,Cash App,19,3.6,Mid,Silver
CUST0074,23,Male,Minnesota,Hoodie,Clothing,50.77,XXL,Blue,Spring,No,Store Pickup,No,No,Credit Card,13,4.0,Mid,Bronze
CUST0075,59,Male,Indiana,Backpack,Accessories,44.5,XS,Brown,Summer,Yes,Free Shipping,No,No,Debit Card,23,5.0,Low,Silver
CUST0076,21,Male,North Carolina,Hat,Accessories,51.39,XL,Navy,Spring,Yes,Express,No,Yes,Venmo,35,2.3,Mid,Platinum
CUST0077,46,Female,Pennsylvania,Hoodie,Clothing,33.66,XS,Green,Fall,No,Store Pickup,No,No,Credit Card,15,3.0,Low,Silver
CUST0078,35,Female,Arizona,Blouse,Clothing,44.45,L,Black,Winter,No,Store Pickup,No,No,Debit Card,19,4.7,Low,Silver
CUST0079,43,Male,Michigan,Belt,Accessories,54.98,XS,Black,Fall,No,Free Shipping,No,No,Debit Card,15,2.7,Mid,Silver
CUST0080,61,Male,Missouri,Jacket,Outerwear,72.55,XS,Red,Winter,No,Express,No,Yes,Credit Card,15,4.1,Mid,Silver
CUST0081,51,Male,Michigan,Hoodie,Clothing,37.64,XL,White,Fall,Yes,Free Shipping,No,No,Debit Card,36,3.5,Low,Platinum
CUST0082,27,Male,California,Backpack,Accessories,27.61,XXL,Brown,Summer,No,Standard,No,No,Cash App,20,3.4,Low,Silver
CUST0083,53,Male,Washington,Hoodie,Clothing,69.53,XL,Blue,Summer,Yes,Free Shipping,No,No,Debit Card,47,3.7,Mid,Platinum
CUST0084,31,Male,Colorado,Sunglasses,Accessories,21.56,XL,Red,Spring,No,Standard,Yes,Yes,PayPal,15,3.6,Low,Silver
CUST0085,48,Male,Arizona,T-shirt,Clothing,55.76,XS,Beige,Spring,Yes,Free Shipping,Yes,Yes,PayPal,40,4.5,Mid,Platinum
CUST0086,65,Female,Missouri,Blouse,Clothing,51.42,XL,White,Fall,No,Standard,No,Yes,Credit Card,32,4.7,Mid,Gold
CUST0087,32,Male,Missouri,Scarf,Accessories,21.24,M,Navy,Summer,No,Standard,No,Yes,Venmo,22,4.1,Low,Silver
CUST0088,25,Male,Washington,Leggings,Clothing,85.35,S,Black,Fall,No,Free Shipping,No,Yes,Venmo,27,3.8,High,Silver
CUST0089,31,Male,Florida,Sneakers,Footwear,71.34,S,Blue,Fall,No,Standard,No,No,Credit Card,13,4.0,Mid,Bronze
CUST0090,40,Male,Georgia,Coat,Outerwear,89.51,XL,Red,Summer,Yes,2-Day Shipping,No,Yes,Debit Card,27,4.9,High,Gold
CUST0091,57,Male,North Carolina,Jeans,Clothing,58.16,XXL,Gray,Fall,Yes,Express,Yes,Yes,Debit Card,33,4.5,Mid,Gold
CUST0092,38,Male,Georgia,Gloves,Accessories,45.73,L,Black,Fall,No,Standard,No,No,Credit Card,17,4.1,Mid,Silver
CUST0093,33,Male,Pennsylvania,Scarf,Accessories,60.82,XL,Navy,Summer,No,Store Pickup,Yes,Yes,Bank Transfer,26,4.9,Mid,Silver
CUST0094,62,Male,Illinois,Sneakers,Footwear,87.43,XXL,White,Winter,No,Standard,Yes,No,Credit Card,12,3.6,High,Bronze
CUST0095,35,Female,Florida,Hoodie,Clothing,33.82,XL,Green,Summer,Yes,Free Shipping,No,No,PayPal,34,4.6,Low,Gold
CUST0096,64,Female,Colorado,Jeans,Clothing,75.97,XS,Gray,Fall,No,Standard,Yes,Yes,Debit Card,26,4.3,High,Silver
CUST0097,70,Male,California,Coat,Outerwear,85.1,XXL,Navy,Winter,Yes,Free Shipping,Yes,Yes,Credit Card,37,3.9,High,Platinum
CUST0098,41,Male,Virginia,Boots,Footwear,69.87,L,Blue,Winter,No,Express,Yes,Yes,Debit Card,17,4.0,Mid,Silver
CUST0099,43,Male,Minnesota,Dress,Clothing,32.08,XL,Beige,Winter,Yes,2-Day Shipping,Yes,No,Debit Card,37,4.0,Low,Platinum
CUST0100,42,Male,Ohio,Sunglasses,Accessories,47.44,M,Green,Summer,No,Standard,No,No,Debit Card,8,3.7,Mid,Bronze
CUST0101,62,Male,Washington,Wallet,Accessories,29.56,XXL,Navy,Spring,No,Standard,Yes,Yes,Credit Card,8,3.7,Low,Bronze
CUST0102,58,Male,Florida,Hoodie,Clothing,31.21,S,Red,Summer,No,Standard,No,No,PayPal,5,2.7,Low,Bronze
CUST0103,46,Male,Minnesota,Hat,Accessories,49.26,XXL,Beige,Summer,Yes,Free Shipping,Yes,Yes,Credit Card,37,3.3,Mid,Platinum
CUST0104,32,Male,Tennessee,Sandals,Footwear,83.23,M,Navy,Winter,No,Express,No,No,PayPal,25,3.8,High,Silver
CUST0105,62,Male,Georgia,Wallet,Accessories,57.89,M,Green,Fall,No,Standard,No,No,PayPal,24,3.4,Mid,Silver
CUST0106,18,Female,Washington,Coat,Outerwear,62.47,M,Blue,Spring,Yes,Free Shipping,Yes,Yes,Credit Card,46,3.5,Mid,Platinum
CUST0107,42,Female,Illinois,Backpack,Accessories,52.13,L,Black,Spring,No,Express,Yes,Yes,Credit Card,29,4.5,Mid,Silver
CUST0108,24,Female,Georgia,Sneakers,Footwear,53.39,L,Green,Spring,No,Free Shipping,Yes,Yes,Debit Card,19,3.7,Mid,Silver
CUST0109,26,Male,Colorado,Belt,Accessories,64.87,XXL,Green,Fall,No,Store Pickup,No,Yes,Debit Card,17,5.0,Mid,Silver
CUST0110,41,Female,Georgia,Backpack,Accessories,47.75,L,Red,Fall,Yes,Free Shipping,No,No,Debit Card,49,4.0,Mid,Platinum
CUST0111,18,Male,Georgia,Boots,Footwear,69.02,S,Pink,Winter,No,Standard,No,No,PayPal,12,4.5,Mid,Bronze
CUST0112,61,Female,Arizona,Sunglasses,Accessories,38.6,XS,Pink,Winter,No,Free Shipping,No,No,Debit Card,8,3.7,Low,Bronze
CUST0113,25,Male,Tennessee,Belt,Accessories,33.09,XXL,Navy,Spring,No,Standard,No,No,PayPal,15,3.3,Low,Silver
CUST0114,41,Female,Pennsylvania,Sweater,Clothing,36.85,XL,Blue,Summer,Yes,Next Day Air,Yes,Yes,PayPal,30,4.0,Low,Gold
CUST0115,28,Male,Michigan,Jacket,Outerwear,72.18,XL,Pink,Summer,No,Standard,No,No,PayPal,18,5.0,Mid,Silver
CUST0116,68,Female,Michigan,Sunglasses,Accessories,30.65,XXL,Beige,Summer,No,Store Pickup,Yes,No,Credit Card,11,3.7,Low,Bronze
CUST0117,34,Female,Texas,Hat,Accessories,52.79,XS,Blue,Winter,Yes,Express,No,No,PayPal,38,4.1,Mid,Platinum
CUST0118,25,Male,Virginia,Backpack,Accessories,23.49,XL,Red,Fall,No,Store Pickup,No,No,PayPal,13,4.0,Low,Bronze
CUST0119,52,Male,Virginia,Leggings,Clothing,67.84,XXL,Gray,Fall,No,Store Pickup,No,No,Debit Card,27,3.7,Mid,Silver
CUST0120,52,Female,Florida,Hoodie,Clothing,53.47,XXL,Beige,Fall,Yes,Free Shipping,No,No,Debit Card,23,3.8,Mid,Silver
CUST0121,50,Male,Colorado,Dress,Clothing,52.13,M,Pink,Spring,No,Standard,Yes,Yes,PayPal,16,3.1,Mid,Silver
CUST0122,22,Female,Missouri,Shorts,Clothing,52.75,S,White,Spring,No,Express,No,No,PayPal,15,3.8,Mid,Silver
CUST0123,59,Male,Texas,Boots,Footwear,80.14,XL,White,Fall,Yes,Free Shipping,No,No,Credit Card,37,4.5,High,Platinum
CUST0124,56,Male,Virginia,Backpack,Accessories,40.52,S,White,Fall,Yes,Next Day Air,Yes,Yes,Debit Card,44,4.0,Low,Platinum
CUST0125,58,Male,Wisconsin,Dress,Clothing,43.38,XXL,Green,Spring,No,Standard,No,No,Credit Card,20,3.9,Low,Silver
CUST0126,45,Male,Indiana,Belt,Accessories,50.98,XS,Gray,Fall,No,Express,No,No,Credit Card,16,4.3,Mid,Silver
CUST0127,24,Female,Pennsylvania,Coat,Outerwear,81.0,XXL,Blue,Winter,Yes,Free Shipping,Yes,Yes,Venmo,41,4.4,High,Platinum
CUST0128,26,Male,Indiana,Sunglasses,Accessories,20.67,XL,Blue,Summer,No,Express,No,No,PayPal,24,3.8,Low,Silver
CUST0129,25,Male,Illinois,Dress,Clothing,46.17,S,White,Fall,No,Standard,Yes,Yes,Debit Card,20,4.3,Mid,Silver
CUST0130,29,Male,Minnesota,Leggings,Clothing,48.46,M,Gray,Summer,Yes,Next Day Air,Yes,Yes,Venmo,38,3.9,Mid,Platinum
CUST0131,51,Male,Arizona,Blouse,Clothing,74.8,M,Black,Fall,No,Standard,No,No,Credit Card,23,3.6,Mid,Silver
CUST0132,50,Female,Colorado,Belt,Accessories,40.83,XXL,Beige,Fall,No,Free Shipping,No,No,Debit Card,4,4.1,Low,Bronze
CUST0133,65,Female,New York,Jeans,Clothing,73.5,XS,Pink,Winter,Yes,2-Day Shipping,No,No,Bank Transfer,31,3.8,Mid,Gold
CUST0134,40,Male,Michigan,Backpack,Accessories,41.19,L,Red,Summer,Yes,Next Day Air,No,No,PayPal,38,3.6,Low,Platinum
CUST0135,41,Female,Pennsylvania,Shorts,Clothing,39.56,XL,White,Summer,No,Store Pickup,Yes,Yes,Bank Transfer,15,3.9,Low,Silver
CUST0136,54,Female,Tennessee,Jacket,Outerwear,94.51,XXL,Gray,Spring,Yes,Free Shipping,Yes,Yes,Bank Transfer,32,4.4,High,Gold
CUST0137,52,Male,North Carolina,Sneakers,Footwear,54.09,M,Green,Spring,Yes,Express,Yes,Yes,Credit Card,38,3.0,Mid,Platinum
CUST0138,61,Female,Virginia,Hoodie,Clothing,54.76,M,Blue,Fall,Yes,Express,No,No,Credit Card,38,4.0,Mid,Platinum
CUST0139,57,Male,Virginia,Leggings,Clothing,33.46,XS,Blue,Winter,Yes,Express,Yes,Yes,Debit Card,39,5.0,Low,Platinum
CUST0140,39,Male,New York,Boots,Footwear,41.9,M,Green,Summer,Yes,Free Shipping,Yes,Yes,Credit Card,27,3.1,Low,Gold
CUST0141,44,Female,Tennessee,Boots,Footwear,63.64,XL,Red,Spring,No,Free Shipping,No,No,PayPal,6,3.4,Mid,Bronze
CUST0142,52,Male,Washington,Jacket,Outerwear,98.24,XS,Green,Summer,No,Store Pickup,No,Yes,Bank Transfer,24,5.0,High,Silver
CUST0143,18,Female,New York,Wallet,Accessories,58.35,S,White,Summer,Yes,Free Shipping,No,No,Venmo,27,3.2,Mid,Gold
CUST0144,52,Female,Virginia,Gloves,Accessories,25.29,XS,Black,Summer,Yes,2-Day Shipping,Yes,No,Credit Card,26,4.7,Low,Gold
CUST0145,54,Male,Washington,Hoodie,Clothing,62.56,XL,Green,Summer,Yes,Free Shipping,No,Yes,Debit Card,25,3.6,Mid,Gold
CUST0146,64,Female,Maryland,Sweater,Clothing,67.52,XL,Black,Fall,Yes,2-Day Shipping,No,No,Credit Card,46,3.8,Mid,Platinum
CUST0147,31,Male,California,Boots,Footwear,51.11,S,Blue,Spring,Yes,Express,No,No,Debit Card,37,3.7,Mid,Platinum
CUST0148,20,Male,Indiana,Wallet,Accessories,56.91,XXL,Navy,Fall,No,Express,Yes,Yes,Venmo,20,4.1,Mid,Silver
CUST0149,18,Male,Georgia,Gloves,Accessories,49.83,XS,Navy,Winter,No,Standard,Yes,Yes,Venmo,23,2.7,Mid,Silver
CUST0150,22,Female,Georgia,Sneakers,Footwear,73.71,XL,Beige,Summer,No,Store Pickup,No,No,PayPal,17,3.9,Mid,Silver
CUST0151,43,Male,Ohio,Shorts,Clothing,77.76,XL,Black,Fall,Yes,Free Shipping,Yes,Yes,Debit Card,45,3.5,High,Platinum
CUST0152,31,Male,California,Coat,Outerwear,110.96,S,Red,Fall,Yes,Express,No,No,PayPal,23,3.0,High,Silver
CUST0153,56,Female,Virginia,Sunglasses,Accessories,15.0,L,Gray,Fall,Yes,Free Shipping,No,No,Credit Card,24,4.6,Low,Gold
CUST0154,44,Female,Georgia,Sneakers,Footwear,63.87,XS,Brown,Summer,No,Standard,No,No,Bank Transfer,8,2.3,Mid,Bronze
CUST0155,26,Female,New York,Shorts,Clothing,26.2,XL,Green,Summer,Yes,Next Day Air,Yes,Yes,Cash App,39,5.0,Low,Platinum
CUST0156,32,Male,Wisconsin,Shorts,Clothing,51.32,M,Brown,Winter,No,Free Shipping,No,No,PayPal,22,4.2,Mid,Silver
CUST0157,32,Male,Pennsylvania,Sweater,Clothing,52.87,S,Pink,Fall,Yes,Express,Yes,No,PayPal,30,2.8,Mid,Gold
CUST0158,43,Male,Missouri,Backpack,Accessories,28.0,L,Navy,Summer,No,Free Shipping,Yes,Yes,Venmo,16,4.7,Low,Silver
CUST0159,59,Female,Minnesota,Sweater,Clothing,30.42,L,Pink,Spring,No,Store Pickup,No,Yes,Bank Transfer,28,3.3,Low,Silver
CUST0160,30,Male,Illinois,Wallet,Accessories,26.89,S,Gray,Spring,Yes,2-Day Shipping,Yes,Yes,PayPal,28,3.3,Low,Gold
CUST0161,68,Male,North Carolina,Sneakers,Footwear,52.95,L,Red,Spring,No,Standard,Yes,Yes,Debit Card,20,2.5,Mid,Silver
CUST0162,49,Female,Missouri,Jeans,Clothing,50.17,XL,Black,Fall,No,Free Shipping,No,No,Credit Card,12,3.2,Mid,Bronze
CUST0163,56,Male,Arizona,Jacket,Outerwear,82.02,L,Green,Spring,Yes,Express,No,Yes,Credit Card,45,3.8,High,Platinum
CUST0164,66,Female,Colorado,Hoodie,Clothing,52.02,XS,Pink,Summer,No,Free Shipping,No,No,Credit Card,23,4.4,Mid,Silver
CUST0165,69,Male,Tennessee,Blouse,Clothing,48.0,M,Pink,Fall,Yes,Free Shipping,No,No,Credit Card,21,4.6,Mid,Silver
CUST0166,49,Female,North Carolina,T-shirt,Clothing,60.36,XL,Pink,Summer,Yes,Free Shipping,Yes,Yes,Debit Card,32,2.9,Mid,Gold
CUST0167,21,Male,Tennessee,Jacket,Outerwear,97.29,S,Red,Fall,Yes,Free Shipping,Yes,No,Credit Card,14,4.5,High,Silver
CUST0168,47,Male,Pennsylvania,Scarf,Accessories,51.34,M,Green,Fall,No,Free Shipping,No,No,Debit Card,25,2.5,Mid,Silver
CUST0169,54,Female,Arizona,Dress,Clothing,41.35,XXL,Red,Summer,Yes,Free Shipping,Yes,Yes,Debit Card,50,4.0,Low,Platinum
CUST0170,40,Female,Missouri,Scarf,Accessories,73.17,XL,Beige,Fall,Yes,Free Shipping,Yes,No,Credit Card,13,5.0,Mid,Silver
CUST0171,56,Female,Wisconsin,Sunglasses,Accessories,45.86,M,Blue,Fall,No,Standard,No,No,Credit Card,6,2.6,Mid,Bronze
CUST0172,62,Male,Minnesota,Hoodie,Clothing,64.62,L,Blue,Summer,Yes,Express,No,No,Debit Card,36,3.1,Mid,Platinum
CUST0173,32,Female,Tennessee,Jeans,Clothing,34.42,XXL,Pink,Spring,No,Free Shipping,Yes,Yes,Credit Card,17,4.3,Low,Silver
CUST0174,60,Female,Missouri,T-shirt,Clothing,46.38,S,Brown,Fall,Yes,Express,No,No,Credit Card,30,4.4,Mid,Gold
CUST0175,46,Male,Tennessee,Sandals,Footwear,62.97,S,White,Winter,No,Store Pickup,No,No,Debit Card,4,3.1,Mid,Bronze
CUST0176,53,Female,Maryland,Sunglasses,Accessories,69.93,XS,Beige,Fall,No,Free Shipping,No,No,Debit Card,20,4.8,Mid,Silver
CUST0177,30,Female,Pennsylvania,Shorts,Clothing,40.2,L,Navy,Spring,No,Express,Yes,Yes,Debit Card,25,3.2,Low,Silver
CUST0178,49,Male,Ohio,Leggings,Clothing,41.87,XS,Gray,Fall,Yes,Express,No,No,Debit Card,50,5.0,Low,Platinum
CUST0179,24,Male,Ohio,Backpack,Accessories,50.61,XS,Beige,Summer,No,Free Shipping,No,No,Cash App,28,4.1,Mid,Silver
CUST0180,68,Male,Michigan,Gloves,Accessories,40.96,L,Blue,Fall,No,Standard,Yes,Yes,Credit Card,7,4.7,Low,Bronze
CUST0181,39,Male,Florida,Shorts,Clothing,49.13,XL,Red,Fall,Yes,Free Shipping,No,Yes,Venmo,34,4.1,Mid,Gold
CUST0182,45,Male,Colorado,Hat,Accessories,32.93,XXL,Brown,Fall,Yes,Express,No,No,PayPal,40,4.3,Low,Platinum
CUST0183,19,Male,Colorado,T-shirt,Clothing,55.37,XS,Black,Winter,Yes,Free Shipping,No,No,Cash App,28,4.3,Mid,Gold
CUST0184,59,Male,Missouri,Coat,Outerwear,110.5,M,Black,Fall,No,Store Pickup,No,No,Debit Card,24,5.0,High,Silver
CUST0185,62,Male,Indiana,Blouse,Clothing,61.21,XXL,Black,Fall,No,Express,No,No,Debit Card,23,3.8,Mid,Silver
CUST0186,70,Male,Michigan,Jeans,Clothing,37.0,XL,Navy,Spring,Yes,Free Shipping,No,No,Cash,47,3.2,Low,Platinum
